instrument,genre,file_name,split
cello,classical,[cel][cla]0082__3,train
cello,classical,132__[cel][nod][cla]0048__3,train
cello,classical,[cel][cla]0112__2,train
cello,classical,[cel][cla]0113__1,train
cello,classical,048__[cel][nod][cla]0022__2,train
cello,classical,[cel][cla]0105__3,train
cello,classical,032__[cel][nod][cla]0033__2,train
cello,classical,089__[cel][nod][cla]0026__3,train
cello,classical,[cel][cla]0008__2,train
cello,classical,089__[cel][nod][cla]0026__2,train
cello,classical,031__[cel][nod][cla]0020__3,train
cello,classical,[cel][cla]0122__3,train
cello,classical,[cel][cla]0081__3,train
cello,classical,041__[cel][nod][cla]0023__1,train
cello,classical,[cel][cla]0072__1,train
cello,classical,[cel][cla]0068__1,train
cello,classical,083__[cel][nod][cla]0056__3,train
cello,classical,014__[cel][nod][cla]0041__1,train
cello,classical,078__[cel][nod][cla]0052__2,train
cello,classical,[cel][cla]0008__3,train
cello,classical,[cel][cla]0123__1,train
cello,classical,[cel][cla]0008__1,train
cello,classical,042__[cel][nod][cla]0042__2,train
cello,classical,125__[cel][nod][cla]0046__3,train
cello,classical,120__[cel][nod][cla]0030__3,train
cello,classical,117__[cel][nod][cla]0050__3,train
cello,classical,082__[cel][nod][cla]0035__1,train
cello,classical,013__[cel][nod][cla]0025__2,train
cello,classical,031__[cel][nod][cla]0020__2,train
cello,classical,[cel][cla]0005__1,train
cello,classical,120__[cel][nod][cla]0030__1,train
cello,classical,[cel][cla]0078__2,train
cello,classical,083__[cel][nod][cla]0056__2,train
cello,classical,[cel][cla]0113__3,train
cello,classical,046__[cel][nod][cla]0034__1,train
cello,classical,012__[cel][nod][cla]0043__2,train
cello,classical,[cel][cla]0017__3,train
cello,classical,[cel][cla]0148__3,train
cello,classical,[cel][cla]0116__2,train
cello,classical,130__[cel][nod][cla]0040__2,train
cello,classical,065__[cel][nod][cla]0059__2,train
cello,classical,[cel][cla]0079__1,train
cello,classical,057__[cel][nod][cla]0036__3,train
cello,classical,114__[cel][nod][cla]0049__3,train
cello,classical,090__[cel][nod][cla]0024__2,train
cello,classical,038__[cel][nod][cla]0039__2,train
cello,classical,[cel][cla]0105__1,train
cello,classical,[cel][cla]0069__2,train
cello,classical,[cel][cla]0108__2,train
cello,classical,078__[cel][nod][cla]0052__3,train
cello,classical,065__[cel][nod][cla]0059__3,train
cello,classical,[cel][cla]0007__2,train
cello,classical,033__[cel][nod][cla]0031__2,train
cello,classical,[cel][cla]0084__2,train
cello,classical,[cel][cla]0019__3,train
cello,classical,[cel][cla]0068__2,train
cello,classical,088__[cel][nod][cla]0044__3,train
cello,classical,[cel][cla]0015__1,train
cello,classical,[cel][cla]0125__2,train
cello,classical,046__[cel][nod][cla]0034__3,train
cello,classical,[cel][cla]0124__3,train
cello,classical,046__[cel][nod][cla]0034__2,train
cello,classical,106__[cel][nod][cla]0028__2,train
cello,classical,[cel][cla]0070__2,train
cello,classical,078__[cel][nod][cla]0052__1,train
cello,classical,[cel][cla]0074__3,train
cello,classical,127__[cel][nod][cla]0047__3,train
cello,classical,061__[cel][nod][cla]0032__2,train
cello,classical,032__[cel][nod][cla]0033__3,train
cello,classical,[cel][cla]0113__2,train
cello,classical,120__[cel][nod][cla]0030__2,train
cello,classical,060__[cel][nod][cla]0045__3,train
cello,classical,[cel][cla]0124__2,train
cello,classical,048__[cel][nod][cla]0022__1,train
cello,classical,[cel][cla]0007__1,train
cello,classical,[cel][cla]0124__1,train
cello,classical,[cel][cla]0107__2,train
cello,classical,[cel][cla]0116__1,train
cello,classical,[cel][cla]0077__2,train
cello,classical,[cel][cla]0003__3,train
cello,classical,[cel][cla]0105__2,train
cello,classical,[cel][cla]0079__2,train
cello,classical,[cel][cla]0125__3,train
cello,classical,074__[cel][nod][cla]0037__2,train
cello,classical,071__[cel][nod][cla]0053__1,train
cello,classical,130__[cel][nod][cla]0040__1,train
cello,classical,042__[cel][nod][cla]0042__3,train
cello,classical,013__[cel][nod][cla]0025__3,train
cello,classical,[cel][cla]0076__1,train
cello,classical,[cel][cla]0109__3,train
cello,classical,[cel][cla]0084__1,train
cello,classical,071__[cel][nod][cla]0053__2,train
cello,classical,[cel][cla]0004__1,train
cello,classical,[cel][cla]0019__1,train
cello,classical,033__[cel][nod][cla]0031__3,train
cello,classical,[cel][cla]0015__3,train
cello,classical,012__[cel][nod][cla]0043__1,train
cello,classical,101__[cel][nod][cla]0054__1,train
cello,classical,[cel][cla]0005__2,train
cello,classical,[cel][cla]0115__3,train
cello,classical,[cel][cla]0004__3,train
cello,classical,125__[cel][nod][cla]0046__2,train
cello,classical,043__[cel][nod][cla]0029__3,train
cello,classical,101__[cel][nod][cla]0054__2,train
cello,classical,[cel][cla]0069__1,train
cello,classical,125__[cel][nod][cla]0046__1,train
cello,classical,[cel][cla]0077__1,train
cello,classical,[cel][cla]0108__1,train
cello,classical,[cel][cla]0082__2,train
cello,classical,[cel][cla]0084__3,train
cello,classical,[cel][cla]0125__1,train
cello,jazz_blue,[cel][jaz_blu]0085__2,train
cello,jazz_blue,[cel][jaz_blu]0012__2,train
cello,jazz_blue,[cel][jaz_blu]0011__3,train
cello,jazz_blue,[cel][jaz_blu]0013__2,train
cello,jazz_blue,[cel][jaz_blu]0086__2,train
cello,jazz_blue,[cel][jaz_blu]0013__1,train
cello,jazz_blue,[cel][jaz_blu]0009__1,train
cello,jazz_blue,[cel][jaz_blu]0013__3,train
cello,jazz_blue,[cel][jaz_blu]0012__1,train
cello,jazz_blue,[cel][jaz_blu]0085__3,train
cello,jazz_blue,[cel][jaz_blu]0009__2,train
cello,jazz_blue,[cel][jaz_blu]0085__1,train
cello,jazz_blue,[cel][jaz_blu]0011__1,train
cello,jazz_blue,[cel][jaz_blu]0012__3,train
cello,jazz_blue,[cel][jaz_blu]0066__1,train
cello,jazz_blue,[cel][jaz_blu]0066__2,train
cello,jazz_blue,[cel][jaz_blu]0061__1,train
clarinet,classical,100__[cla][nod][cla]0224__1,train
clarinet,classical,[cla][cla]0258__2,train
clarinet,classical,183__[cla][nod][cla]0221__1,train
clarinet,classical,140__[cla][nod][cla]0241__1,train
clarinet,classical,[cla][cla]0326__3,train
clarinet,classical,[cla][cla]0258__1,train
clarinet,classical,[cla][cla]0262__3,train
clarinet,classical,[cla][cla]0174__3,train
clarinet,classical,[cla][cla]0316__2,train
clarinet,classical,088__[cla][nod][cla]0236__3,train
clarinet,classical,081__[cla][nod][cla]0316__1,train
clarinet,classical,[cla][cla]0262__1,train
clarinet,classical,[cla][cla]0323__1,train
clarinet,classical,[cla][cla]0163__3,train
clarinet,classical,081__[cla][nod][cla]0316__3,train
clarinet,classical,125__[cla][nod][cla]0229__1,train
clarinet,classical,030__[cla][nod][cla]0240__2,train
clarinet,classical,[cla][cla]0323__3,train
clarinet,classical,[cla][cla]0157__1,train
clarinet,classical,[cla][cla]0324__2,train
clarinet,classical,030__[cla][nod][cla]0240__3,train
clarinet,classical,[cla][cla]0211__3,train
clarinet,classical,[cla][cla]0324__1,train
clarinet,classical,[cla][cla]0264__1,train
clarinet,classical,125__[cla][nod][cla]0229__3,train
clarinet,classical,047__[cla][nod][cla]0247__3,train
clarinet,classical,152__[cla][nod][cla]0217__3,train
clarinet,classical,017__[cla][nod][cla]0150__2,train
clarinet,classical,[cla][cla]0258__3,train
clarinet,classical,098__[cla][nod][cla]0246__3,train
clarinet,classical,[cla][cla]0267__1,train
clarinet,classical,181__[cla][nod][cla]0215__2,train
clarinet,classical,[cla][cla]0259__3,train
clarinet,classical,163__[cla][nod][cla]0235__1,train
clarinet,classical,098__[cla][nod][cla]0246__2,train
clarinet,classical,[cla][cla]0189__3,train
clarinet,classical,156__[cla][nod][cla]0230__1,train
clarinet,classical,[cla][cla]0268__1,train
clarinet,classical,012__[cla][nod][cla]0244__1,train
clarinet,classical,040__[cla][nod][cla]0233__3,train
clarinet,classical,031__[cla][nod][cla]0212__3,train
clarinet,classical,[cla][cla]0163__2,train
clarinet,classical,[cla][cla]0315__1,train
clarinet,classical,180__[cla][nod][cla]0227__1,train
clarinet,classical,053__[cla][nod][cla]0219__3,train
clarinet,classical,[cla][cla]0316__3,train
clarinet,classical,019__[cla][nod][cla]0223__2,train
clarinet,classical,[cla][cla]0174__1,train
clarinet,classical,021__[cla][nod][cla]0237__3,train
clarinet,classical,[cla][cla]0324__3,train
clarinet,classical,144__[cla][nod][cla]0232__1,train
clarinet,classical,072__[cla][nod][cla]0245__1,train
clarinet,classical,156__[cla][nod][cla]0230__2,train
clarinet,classical,[cla][cla]0188__3,train
clarinet,classical,[cla][cla]0162__3,train
clarinet,classical,030__[cla][nod][cla]0240__1,train
clarinet,classical,[cla][cla]0259__1,train
clarinet,classical,135__[cla][nod][cla]0231__2,train
clarinet,classical,[cla][cla]0159__3,train
clarinet,classical,047__[cla][nod][cla]0247__2,train
clarinet,classical,163__[cla][nod][cla]0235__3,train
clarinet,classical,[cla][cla]0257__1,train
clarinet,classical,[cla][cla]0263__3,train
clarinet,classical,[cla][cla]0257__3,train
clarinet,classical,004__[cla][nod][cla]0242__2,train
clarinet,classical,163__[cla][nod][cla]0235__2,train
clarinet,classical,[cla][cla]0316__1,train
clarinet,classical,017__[cla][nod][cla]0150__1,train
clarinet,classical,184__[cla][nod][cla]0225__1,train
clarinet,classical,[cla][cla]0150__2,train
clarinet,classical,047__[cla][nod][cla]0247__1,train
clarinet,classical,044__[cla][nod][cla]0249__1,train
clarinet,classical,[cla][cla]0315__3,train
clarinet,classical,[cla][cla]0262__2,train
clarinet,classical,101__[cla][nod][cla]0213__1,train
clarinet,classical,072__[cla][nod][cla]0245__3,train
clarinet,classical,[cla][cla]0174__2,train
clarinet,classical,[cla][cla]0266__1,train
clarinet,classical,[cla][cla]0260__3,train
clarinet,classical,100__[cla][nod][cla]0224__3,train
clarinet,classical,[cla][cla]0322__1,train
clarinet,classical,097__[cla][nod][cla]0228__2,train
clarinet,classical,044__[cla][nod][cla]0249__3,train
clarinet,classical,[cla][cla]0266__3,train
clarinet,classical,[cla][cla]0189__2,train
clarinet,classical,135__[cla][nod][cla]0231__1,train
clarinet,classical,181__[cla][nod][cla]0215__1,train
clarinet,classical,[cla][cla]0152__3,train
clarinet,classical,187__[cla][nod][cla]0220__3,train
clarinet,classical,[cla][cla]0173__1,train
clarinet,classical,021__[cla][nod][cla]0237__2,train
clarinet,classical,097__[cla][nod][cla]0228__1,train
clarinet,classical,[cla][cla]0190__1,train
clarinet,classical,181__[cla][nod][cla]0215__3,train
clarinet,classical,101__[cla][nod][cla]0213__3,train
clarinet,classical,180__[cla][nod][cla]0227__3,train
clarinet,classical,093__[cla][nod][cla]0222__1,train
clarinet,classical,044__[cla][nod][cla]0249__2,train
clarinet,classical,[cla][cla]0314__1,train
clarinet,classical,184__[cla][nod][cla]0225__2,train
clarinet,classical,135__[cla][nod][cla]0231__3,train
clarinet,classical,[cla][cla]0152__2,train
clarinet,classical,[cla][cla]0312__2,train
clarinet,classical,[cla][cla]0173__2,train
clarinet,classical,054__[cla][nod][cla]0248__3,train
clarinet,classical,[cla][cla]0159__2,train
clarinet,classical,[cla][cla]0266__2,train
clarinet,classical,[cla][cla]0261__1,train
clarinet,classical,[cla][cla]0263__2,train
clarinet,classical,099__[cla][nod][cla]0218__2,train
clarinet,classical,[cla][cla]0315__2,train
clarinet,classical,[cla][cla]0173__3,train
clarinet,classical,004__[cla][nod][cla]0242__3,train
clarinet,classical,031__[cla][nod][cla]0212__2,train
clarinet,classical,[cla][cla]0326__2,train
clarinet,classical,[cla][cla]0159__1,train
clarinet,classical,187__[cla][nod][cla]0220__1,train
clarinet,classical,[cla][cla]0196__3,train
clarinet,classical,[cla][cla]0157__3,train
clarinet,classical,144__[cla][nod][cla]0232__2,train
clarinet,classical,053__[cla][nod][cla]0219__2,train
clarinet,classical,004__[cla][nod][cla]0242__1,train
clarinet,classical,[cla][cla]0163__1,train
clarinet,classical,097__[cla][nod][cla]0228__3,train
clarinet,classical,[cla][cla]0189__1,train
clarinet,classical,[cla][cla]0268__2,train
clarinet,classical,[cla][cla]0265__2,train
clarinet,classical,058__[cla][nod][cla]0226__2,train
clarinet,classical,060__[cla][nod][cla]0216__2,train
clarinet,classical,[cla][cla]0261__3,train
clarinet,classical,[cla][cla]0261__2,train
clarinet,classical,072__[cla][nod][cla]0245__2,train
clarinet,classical,116__[cla][nod][cla]0251__1,train
clarinet,classical,021__[cla][nod][cla]0237__1,train
clarinet,classical,012__[cla][nod][cla]0244__3,train
clarinet,classical,152__[cla][nod][cla]0217__1,train
clarinet,classical,152__[cla][nod][cla]0217__2,train
clarinet,classical,114__[cla][nod][cla]0250__2,train
clarinet,classical,099__[cla][nod][cla]0218__1,train
clarinet,classical,081__[cla][nod][cla]0316__2,train
clarinet,classical,019__[cla][nod][cla]0223__1,train
clarinet,classical,[cla][cla]0322__3,train
clarinet,classical,[cla][cla]0188__1,train
clarinet,classical,112__[cla][nod][cla]0243__2,train
clarinet,classical,[cla][cla]0257__2,train
clarinet,classical,[cla][cla]0312__1,train
clarinet,classical,054__[cla][nod][cla]0248__2,train
clarinet,classical,[cla][cla]0264__3,train
clarinet,classical,[cla][cla]0152__1,train
clarinet,classical,088__[cla][nod][cla]0236__2,train
clarinet,classical,[cla][cla]0268__3,train
clarinet,classical,019__[cla][nod][cla]0223__3,train
clarinet,classical,[cla][cla]0264__2,train
clarinet,classical,100__[cla][nod][cla]0224__2,train
clarinet,classical,180__[cla][nod][cla]0227__2,train
clarinet,classical,145__[cla][nod][cla]0234__2,train
clarinet,classical,[cla][cla]0162__1,train
clarinet,classical,[cla][cla]0267__3,train
clarinet,classical,[cla][cla]0204__1,train
clarinet,classical,040__[cla][nod][cla]0233__1,train
clarinet,classical,145__[cla][nod][cla]0234__1,train
clarinet,classical,058__[cla][nod][cla]0226__3,train
clarinet,classical,140__[cla][nod][cla]0241__2,train
clarinet,classical,187__[cla][nod][cla]0220__2,train
clarinet,classical,060__[cla][nod][cla]0216__3,train
clarinet,classical,[cla][cla]0267__2,train
clarinet,classical,[cla][cla]0150__1,train
clarinet,jazz_blue,[cla][jaz_blu]0195__1,train
clarinet,jazz_blue,[cla][jaz_blu]0200__2,train
clarinet,jazz_blue,[cla][jaz_blu]0185__1,train
clarinet,jazz_blue,[cla][jaz_blu]0284__2,train
clarinet,jazz_blue,[cla][jaz_blu]0170__1,train
clarinet,jazz_blue,[cla][jaz_blu]0325__1,train
clarinet,jazz_blue,[cla][jaz_blu]0164__2,train
clarinet,jazz_blue,[cla][jaz_blu]0277__2,train
clarinet,jazz_blue,[cla][jaz_blu]0273__1,train
clarinet,jazz_blue,[cla][jaz_blu]0166__2,train
clarinet,jazz_blue,[cla][jaz_blu]0270__1,train
clarinet,jazz_blue,[cla][jaz_blu]0273__2,train
clarinet,jazz_blue,[cla][jaz_blu]0183__1,train
clarinet,jazz_blue,[cla][jaz_blu]0280__1,train
clarinet,jazz_blue,[cla][jaz_blu]0191__1,train
clarinet,jazz_blue,[cla][jaz_blu]0201__3,train
clarinet,jazz_blue,[cla][jaz_blu]0161__2,train
clarinet,jazz_blue,[cla][jaz_blu]0181__3,train
clarinet,jazz_blue,[cla][jaz_blu]0171__1,train
clarinet,jazz_blue,[cla][jaz_blu]0210__3,train
clarinet,jazz_blue,[cla][jaz_blu]0167__3,train
clarinet,jazz_blue,[cla][jaz_blu]0185__3,train
clarinet,jazz_blue,[cla][jaz_blu]0178__3,train
clarinet,jazz_blue,[cla][jaz_blu]0286__2,train
clarinet,jazz_blue,[cla][jaz_blu]0277__3,train
clarinet,jazz_blue,[cla][jaz_blu]0200__1,train
clarinet,jazz_blue,[cla][jaz_blu]0181__1,train
clarinet,jazz_blue,[cla][jaz_blu]0176__3,train
clarinet,jazz_blue,[cla][jaz_blu]0311__3,train
clarinet,jazz_blue,[cla][jaz_blu]0178__1,train
clarinet,jazz_blue,[cla][jaz_blu]0271__1,train
clarinet,jazz_blue,[cla][jaz_blu]0278__3,train
clarinet,jazz_blue,[cla][jaz_blu]0276__2,train
clarinet,jazz_blue,[cla][jaz_blu]0151__2,train
clarinet,jazz_blue,[cla][jaz_blu]0280__3,train
clarinet,jazz_blue,[cla][jaz_blu]0313__1,train
clarinet,jazz_blue,[cla][jaz_blu]0156__1,train
clarinet,jazz_blue,[cla][jaz_blu]0285__3,train
clarinet,jazz_blue,[cla][jaz_blu]0270__2,train
clarinet,jazz_blue,[cla][jaz_blu]0275__2,train
clarinet,jazz_blue,[cla][jaz_blu]0274__1,train
clarinet,jazz_blue,[cla][jaz_blu]0271__3,train
clarinet,jazz_blue,[cla][jaz_blu]0197__1,train
clarinet,jazz_blue,[cla][jaz_blu]0283__1,train
clarinet,jazz_blue,[cla][jaz_blu]0282__1,train
clarinet,jazz_blue,[cla][jaz_blu]0182__1,train
clarinet,jazz_blue,[cla][jaz_blu]0276__3,train
clarinet,jazz_blue,[cla][jaz_blu]0199__1,train
clarinet,jazz_blue,[cla][jaz_blu]0199__2,train
clarinet,jazz_blue,[cla][jaz_blu]0205__1,train
clarinet,jazz_blue,[cla][jaz_blu]0321__1,train
clarinet,jazz_blue,[cla][jaz_blu]0281__2,train
clarinet,jazz_blue,[cla][jaz_blu]0178__2,train
clarinet,jazz_blue,[cla][jaz_blu]0161__3,train
clarinet,jazz_blue,[cla][jaz_blu]0313__3,train
clarinet,jazz_blue,[cla][jaz_blu]0160__1,train
clarinet,jazz_blue,[cla][jaz_blu]0280__2,train
clarinet,jazz_blue,[cla][jaz_blu]0275__1,train
clarinet,jazz_blue,[cla][jaz_blu]0156__3,train
clarinet,jazz_blue,[cla][jaz_blu]0282__2,train
clarinet,jazz_blue,[cla][jaz_blu]0281__3,train
clarinet,jazz_blue,[cla][jaz_blu]0277__1,train
clarinet,jazz_blue,[cla][jaz_blu]0181__2,train
clarinet,jazz_blue,[cla][jaz_blu]0164__1,train
clarinet,jazz_blue,[cla][jaz_blu]0164__3,train
clarinet,jazz_blue,[cla][jaz_blu]0279__3,train
clarinet,jazz_blue,[cla][jaz_blu]0210__1,train
clarinet,jazz_blue,[cla][jaz_blu]0319__2,train
clarinet,jazz_blue,[cla][jaz_blu]0276__1,train
clarinet,jazz_blue,[cla][jaz_blu]0321__2,train
clarinet,jazz_blue,[cla][jaz_blu]0182__2,train
clarinet,jazz_blue,[cla][jaz_blu]0176__1,train
clarinet,jazz_blue,[cla][jaz_blu]0197__3,train
clarinet,jazz_blue,[cla][jaz_blu]0183__3,train
clarinet,jazz_blue,[cla][jaz_blu]0191__3,train
clarinet,jazz_blue,[cla][jaz_blu]0271__2,train
clarinet,jazz_blue,[cla][jaz_blu]0153__1,train
clarinet,jazz_blue,[cla][jaz_blu]0284__1,train
clarinet,jazz_blue,[cla][jaz_blu]0205__3,train
clarinet,jazz_blue,[cla][jaz_blu]0274__2,train
clarinet,jazz_blue,[cla][jaz_blu]0273__3,train
clarinet,jazz_blue,[cla][jaz_blu]0177__3,train
clarinet,jazz_blue,[cla][jaz_blu]0278__2,train
clarinet,jazz_blue,[cla][jaz_blu]0205__2,train
clarinet,jazz_blue,[cla][jaz_blu]0161__1,train
clarinet,jazz_blue,[cla][jaz_blu]0183__2,train
clarinet,jazz_blue,[cla][jaz_blu]0156__2,train
clarinet,jazz_blue,[cla][jaz_blu]0325__3,train
clarinet,jazz_blue,[cla][jaz_blu]0313__2,train
clarinet,jazz_blue,[cla][jaz_blu]0172__3,train
clarinet,jazz_blue,[cla][jaz_blu]0166__3,train
clarinet,jazz_blue,[cla][jaz_blu]0283__2,train
clarinet,jazz_blue,[cla][jaz_blu]0195__3,train
clarinet,jazz_blue,[cla][jaz_blu]0284__3,train
clarinet,jazz_blue,[cla][jaz_blu]0172__2,train
clarinet,jazz_blue,[cla][jaz_blu]0279__2,train
clarinet,jazz_blue,[cla][jaz_blu]0171__3,train
clarinet,jazz_blue,[cla][jaz_blu]0197__2,train
clarinet,jazz_blue,[cla][jaz_blu]0270__3,train
clarinet,jazz_blue,[cla][jaz_blu]0325__2,train
clarinet,jazz_blue,[cla][jaz_blu]0192__1,train
clarinet,jazz_blue,[cla][jaz_blu]0151__3,train
clarinet,jazz_blue,[cla][jaz_blu]0285__1,train
clarinet,jazz_blue,[cla][jaz_blu]0185__2,train
clarinet,jazz_blue,[cla][jaz_blu]0199__3,train
clarinet,jazz_blue,[cla][jaz_blu]0286__3,train
clarinet,jazz_blue,[cla][jaz_blu]0281__1,train
flute,classical,[flu][cla]0362__2,train
flute,classical,[flu][cla]0430__1,train
flute,classical,[flu][cla]0373__1,train
flute,classical,[flu][cla]0429__1,train
flute,classical,[flu][cla]0441__2,train
flute,classical,[flu][cla]0378__2,train
flute,classical,[flu][cla]0368__2,train
flute,classical,030__[flu][nod][cla]0373__2,train
flute,classical,[flu][cla]0389__2,train
flute,classical,008__[flu][nod][cla]0393__3,train
flute,classical,[flu][cla]0376__3,train
flute,classical,[flu][cla]0426__3,train
flute,classical,[flu][cla]0440__3,train
flute,classical,[flu][cla]0377__1,train
flute,classical,[flu][cla]0402__1,train
flute,classical,[flu][cla]0369__3,train
flute,classical,[flu][cla]0353__1,train
flute,classical,[flu][cla]0439__2,train
flute,classical,[flu][cla]0399__3,train
flute,classical,[flu][cla]0348__3,train
flute,classical,008__[flu][nod][cla]0393__2,train
flute,classical,[flu][cla]0442__2,train
flute,classical,[flu][cla]0385__3,train
flute,classical,[flu][cla]0386__3,train
flute,classical,[flu][cla]0361__1,train
flute,classical,[flu][cla]0383__3,train
flute,classical,[flu][cla]0357__1,train
flute,classical,[flu][cla]0435__1,train
flute,classical,[flu][cla]0428__1,train
flute,classical,[flu][cla]0363__1,train
flute,classical,[flu][cla]0366__2,train
flute,classical,[flu][cla]0429__3,train
flute,classical,[flu][cla]0396__1,train
flute,classical,[flu][cla]0383__2,train
flute,classical,[flu][cla]0437__2,train
flute,classical,[flu][cla]0401__3,train
flute,classical,[flu][cla]0401__2,train
flute,classical,[flu][cla]0431__3,train
flute,classical,[flu][cla]0396__2,train
flute,classical,[flu][cla]0349__2,train
flute,classical,[flu][cla]0425__2,train
flute,classical,[flu][cla]0425__3,train
flute,classical,[flu][cla]0363__2,train
flute,classical,[flu][cla]0442__3,train
flute,classical,[flu][cla]0346__3,train
flute,classical,[flu][cla]0361__3,train
flute,classical,[flu][cla]0362__3,train
flute,classical,[flu][cla]0435__3,train
flute,classical,[flu][cla]0440__2,train
flute,classical,[flu][cla]0438__2,train
flute,classical,[flu][cla]0370__1,train
flute,classical,[flu][cla]0373__3,train
flute,classical,[flu][cla]0428__3,train
flute,classical,[flu][cla]0433__1,train
flute,classical,[flu][cla]0350__1,train
flute,classical,[flu][cla]0359__1,train
flute,classical,[flu][cla]0385__1,train
flute,classical,[flu][cla]0368__1,train
flute,classical,[flu][cla]0350__3,train
flute,classical,[flu][cla]0442__1,train
flute,classical,[flu][cla]0390__1,train
flute,classical,[flu][cla]0397__3,train
flute,classical,[flu][cla]0366__3,train
flute,classical,024__[flu][nod][cla]0355__1,train
flute,classical,[flu][cla]0391__1,train
flute,classical,[flu][cla]0357__3,train
flute,classical,[flu][cla]0440__1,train
flute,classical,[flu][cla]0369__2,train
flute,classical,[flu][cla]0349__3,train
flute,classical,[flu][cla]0402__2,train
flute,classical,[flu][cla]0400__1,train
flute,classical,[flu][cla]0391__2,train
flute,classical,030__[flu][nod][cla]0373__1,train
flute,classical,[flu][cla]0427__2,train
flute,classical,[flu][cla]0431__1,train
flute,classical,[flu][cla]0437__1,train
flute,classical,[flu][cla]0434__1,train
flute,classical,[flu][cla]0430__3,train
flute,classical,[flu][cla]0351__1,train
flute,classical,[flu][cla]0346__2,train
flute,classical,[flu][cla]0357__2,train
flute,classical,[flu][cla]0425__1,train
flute,classical,024__[flu][nod][cla]0355__2,train
flute,classical,[flu][cla]0433__2,train
flute,classical,[flu][cla]0428__2,train
flute,classical,[flu][cla]0355__2,train
flute,classical,[flu][cla]0347__3,train
flute,classical,[flu][cla]0385__2,train
flute,classical,[flu][cla]0401__1,train
flute,classical,[flu][cla]0396__3,train
flute,classical,[flu][cla]0369__1,train
flute,classical,[flu][cla]0351__3,train
flute,classical,[flu][cla]0386__2,train
flute,classical,[flu][cla]0382__1,train
flute,classical,[flu][cla]0399__1,train
flute,classical,[flu][cla]0359__2,train
flute,classical,[flu][cla]0393__3,train
flute,classical,[flu][cla]0434__3,train
flute,classical,[flu][cla]0402__3,train
flute,classical,[flu][cla]0390__2,train
